Ett tilfeldig datasett. Forsøkene repeteres flere ganger, og man ender opp med mange datasett som skal analyseres..

6.800000000E-1	-7.929420553E-3	1.905408445E-1	1.058485300E-1	2.230599284E0	1.907057658E-1
6.900000000E-1	-6.724047359E-3	1.901997048E-1	1.290004472E-1	2.558712595E0	1.903185239E-1
7.000000000E-1	-5.515809361E-3	1.896292924E-1	1.505104127E-1	1.467647070E0	1.897094955E-1
7.100000000E-1	-4.028186280E-3	1.888604189E-1	1.601842672E-1	3.470269456E0	1.889033724E-1
7.200000000E-1	-2.638983479E-3	1.882195149E-1	2.074507906E-1	3.171528151E0	1.882380143E-1
7.300000000E-1	-2.444852919E-4	1.871580855E-1	2.376575570E-1	3.540133749E0	1.871582452E-1
7.400000000E-1	1.849156671E-3	1.866545728E-1	2.514098448E-1	3.037988911E0	1.866637322E-1
7.500000000E-1	4.191696347E-3	1.847910079E-1	2.978789951E-1	3.202029686E0	1.848385428E-1
7.600000000E-1	6.852695215E-3	1.834207886E-1	3.084672837E-1	3.855407620E0	1.835487541E-1
7.700000000E-1	9.714144668E-3	1.820408459E-1	3.539647055E-1	2.705815106E0	1.822998470E-1
7.800000000E-1	1.327884363E-2	1.804507681E-1	3.712841266E-1	3.337038475E0	1.809386841E-1
7.900000000E-1	1.653102236E-2	1.790962000E-1	4.024830146E-1	3.338159437E0	1.798575090E-1
8.000000000E-1	2.054999188E-2	1.769971564E-1	4.538589538E-1	2.840742564E0	1.781861261E-1
8.100000000E-1	2.467978972E-2	1.750971038E-1	4.525303384E-1	3.309458614E0	1.768278479E-1
8.200000000E-1	2.875512626E-2	1.731775684E-1	5.092755353E-1	3.551935356E0	1.755486470E-1
8.300000000E-1	3.393247014E-2	1.708388726E-1	5.432987562E-1	3.169048421E0	1.741761548E-1
8.400000000E-1	3.853642445E-2	1.684451671E-1	5.515031349E-1	1.745808241E0	1.727970785E-1
8.500000000E-1	4.379520940E-2	1.659003852E-1	5.899240136E-1	3.310683630E0	1.715836769E-1
8.600000000E-1	4.922975268E-2	1.634595009E-1	6.119836939E-1	2.151323162E0	1.707119708E-1
8.700000000E-1	5.482987997E-2	1.606045697E-1	6.357452105E-1	3.011898422E0	1.697060504E-1
8.800000000E-1	6.068106751E-2	1.579335460E-1	6.672443884E-1	1.740904565E0	1.691898250E-1
8.900000000E-1	6.682622359E-2	1.547587362E-1	6.783547449E-1	1.921871336E0	1.685704914E-1
9.000000000E-1	7.282545724E-2	1.518854172E-1	6.941760450E-1	5.070848773E0	1.684420588E-1
9.100000000E-1	7.938102510E-2	1.488317545E-1	7.812330359E-1	4.619644759E0	1.686779129E-1
9.200000000E-1	8.690395128E-2	1.451085427E-1	8.029782015E-1	2.335393983E0	1.691413193E-1
9.300000000E-1	9.397528417E-2	1.421297251E-1	8.036659724E-1	1.658493304E0	1.703884174E-1
9.400000000E-1	1.015346030E-1	1.384530466E-1	8.458197966E-1	3.011054025E0	1.716931033E-1
9.500000000E-1	1.091148133E-1	1.345825993E-1	8.562826583E-1	2.924470546E0	1.732585309E-1
9.600000000E-1	1.169427759E-1	1.309780078E-1	8.878170999E-1	3.228569350E0	1.755871617E-1
9.700000000E-1	1.253674284E-1	1.274313627E-1	9.233103959E-1	3.939800057E0	1.787616970E-1
9.800000000E-1	1.337670097E-1	1.233657813E-1	9.614002999E-1	3.935801521E0	1.819690328E-1
9.900000000E-1	1.428286054E-1	1.193800577E-1	1.006280653E0	1.940644786E0	1.861494257E-1
1.000000000E0	1.522225964E-1	1.153388504E-1	9.856946446E-1	7.448684970E0	1.909836885E-1
1.010000000E0	1.609924337E-1	1.117176223E-1	1.008405686E0	4.273514016E0	1.959576251E-1
1.020000000E0	1.716177454E-1	1.098088406E-1	1.086100905E0	1.007244326E1	2.037415814E-1
1.030000000E0	1.813275504E-1	1.040802734E-1	1.139790332E0	6.001314414E0	2.090750675E-1
1.040000000E0	1.917082097E-1	9.903748762E-2	1.136997597E0	7.380371873E0	2.157787330E-1
1.050000000E0	2.020361818E-1	9.468570053E-2	1.167569337E0	5.462330746E0	2.231232858E-1
1.060000000E0	2.134669004E-1	9.056124781E-2	1.210102690E0	2.666698003E0	2.318824210E-1
1.070000000E0	2.248289220E-1	8.654749401E-2	1.197264054E0	1.103214473E0	2.409118363E-1
1.080000000E0	2.360312707E-1	8.254715526E-2	1.219681971E0	1.860784659E0	2.500495822E-1
1.090000000E0	2.478874849E-1	7.858807708E-2	1.225775845E0	2.189197792E0	2.600467094E-1
1.100000000E0	2.593660629E-1	7.503063745E-2	1.220547291E0	2.744740478E0	2.700006503E-1
1.110000000E0	2.712268594E-1	7.143490478E-2	1.276007992E0	5.833463280E0	2.804763001E-1
1.120000000E0	2.838216965E-1	6.773676708E-2	1.338396800E0	3.232507505E0	2.917927775E-1
1.130000000E0	2.969709475E-1	6.410248840E-2	1.341189344E0	1.857854166E-1	3.038105868E-1
1.140000000E0	3.096788773E-1	6.060081974E-2	1.326287655E0	2.627289385E0	3.155526365E-1
1.150000000E0	3.224654471E-1	5.677814112E-2	1.299261455E0	3.410246614E0	3.274259029E-1
1.160000000E0	3.346895341E-1	5.355105565E-2	1.284366773E0	9.821801529E0	3.389466032E-1
1.170000000E0	3.474777787E-1	5.092814333E-2	1.405822174E0	5.987001851E0	3.511900945E-1
1.180000000E0	3.624643969E-1	4.918168603E-2	1.425559333E0	5.798328506E0	3.657858353E-1
1.190000000E0	3.751689990E-1	4.413961776E-2	1.358823072E0	2.736832212E0	3.777566461E-1
1.200000000E0	3.884545473E-1	4.123988893E-2	1.412890820E0	8.062668374E0	3.906375094E-1
1.210000000E0	4.026596367E-1	3.759981439E-2	1.456877777E0	2.826889177E0	4.044113365E-1
1.220000000E0	4.168993219E-1	3.492388236E-2	1.425715955E0	4.250862327E0	4.183595609E-1
1.230000000E0	4.306922839E-1	3.238089827E-2	1.458063474E0	2.541330824E0	4.319078212E-1
1.240000000E0	4.456527404E-1	3.006378292E-2	1.479222360E0	2.182373087E0	4.466656423E-1
1.250000000E0	4.599362265E-1	2.790525984E-2	1.447166794E0	1.253691080E0	4.607819831E-1
1.260000000E0	4.743103919E-1	2.600722058E-2	1.473877089E0	3.057769862E0	4.750228662E-1
1.270000000E0	4.891529455E-1	2.399261370E-2	1.493007989E0	2.676443682E0	4.897410026E-1
1.280000000E0	5.039788146E-1	2.262878314E-2	1.492966016E0	1.936427728E0	5.044865780E-1
1.290000000E0	5.188800134E-1	2.118540059E-2	1.503513138E0	1.373759121E1	5.193123236E-1
1.300000000E0	5.339200574E-1	1.984621632E-2	1.510424668E0	5.497811396E0	5.342887796E-1
1.310000000E0	5.490194930E-1	2.322619441E-2	1.508301929E0	1.111131697E1	5.495105638E-1
1.320000000E0	5.639948576E-1	1.750180173E-2	1.541024340E0	4.388711644E0	5.642663489E-1
